idnum	idacr	year	pop	source
678	YEM	1975	5316.00	0
678	YEM	1976	5502.00	0
678	YEM	1977	5693.00	0
678	YEM	1978	5904.00	0
678	YEM	1979	6127.00	0
678	YEM	1980	6357.00	0
678	YEM	1981	6592.00	0
678	YEM	1982	6834.00	0
678	YEM	1983	7084.00	0
678	YEM	1984	7345.00	0
678	YEM	1985	7621.00	0
678	YEM	1986	7911.00	0
678	YEM	1987	8213.00	0
678	YEM	1988	8529.00	0
678	YEM	1989	8857.00	0
678	YEM	1990	9196.00	0
678	YEM	1991	11613.00	0
678	YEM	1992	11952.00	0
678	YEM	1993	12302.00	0
678	YEM	1994	14859.00	0
678	YEM	1995	15369.00	0
678	YEM	1996	15915.00	0
678	YEM	1997	16484.00	0
678	YEM	1998	16887.00	0
678	YEM	1999	17488.00	0
678	YEM	2000	18118.00	0
678	YEM	2001	18124.00	0
678	YEM	2002	18616.10	3
678	YEM	2003	19170.23	3
678	YEM	2004	19740.84	3
680	YPR	1967	1320.00	0
680	YPR	1968	1359.00	0
680	YPR	1969	1398.00	0
680	YPR	1970	1436.00	0
680	YPR	1971	1475.00	0
680	YPR	1972	1515.00	0
680	YPR	1973	1950.00	0
680	YPR	1974	1632.00	0
680	YPR	1975	1674.00	0
680	YPR	1976	1718.00	0
680	YPR	1977	1762.00	0
680	YPR	1978	1808.00	0
680	YPR	1979	1855.00	0
680	YPR	1980	1903.00	0
680	YPR	1981	1953.00	0
680	YPR	1982	2004.00	0
680	YPR	1983	2056.00	0
680	YPR	1984	2109.00	0
680	YPR	1985	2164.00	0
680	YPR	1986	2220.00	0
680	YPR	1987	2278.00	0
680	YPR	1988	2337.00	0
680	YPR	1989	2398.00	0
680	YPR	1990	2460.00	0
690	KUW	1961	325.00	0
690	KUW	1962	357.00	0
690	KUW	1963	393.00	0
690	KUW	1964	432.00	0
690	KUW	1965	475.00	0
690	KUW	1966	520.00	0
690	KUW	1967	570.00	0
690	KUW	1968	625.00	0
690	KUW	1969	685.00	0
690	KUW	1970	747.00	0
690	KUW	1971	793.00	0
690	KUW	1972	842.00	0
690	KUW	1973	893.00	0
690	KUW	1974	948.00	0
690	KUW	1975	1007.00	0
690	KUW	1976	1070.00	0
690	KUW	1977	1138.00	0
690	KUW	1978	1211.00	0
690	KUW	1979	1290.00	0
690	KUW	1980	1370.00	0
690	KUW	1981	1432.00	0
690	KUW	1982	1497.00	0
690	KUW	1983	1566.00	0
690	KUW	1984	1637.00	0
690	KUW	1985	1720.00	0
690	KUW	1986	1802.00	0
690	KUW	1987	1885.00	0
690	KUW	1988	1969.00	0
690	KUW	1989	2055.00	0
690	KUW	1990	2141.00	0
690	KUW	1991	2095.00	0
690	KUW	1992	1422.00	0
690	KUW	1993	1461.00	0
690	KUW	1994	1620.00	0
690	KUW	1995	1691.00	0
690	KUW	1996	1754.00	0
690	KUW	1997	1809.00	0
690	KUW	1998	1811.00	0
690	KUW	1999	1897.00	0
690	KUW	2000	1972.00	0
690	KUW	2001	1973.00	0
690	KUW	2002	1974.00	3
690	KUW	2003	1975.00	3
690	KUW	2004	1976.00	3
692	BAH	1971	218.00	0
692	BAH	1972	227.00	0
692	BAH	1973	238.00	0
692	BAH	1974	250.00	0
692	BAH	1975	262.00	0
692	BAH	1976	275.00	0
692	BAH	1977	289.00	0
692	BAH	1978	303.00	0
692	BAH	1979	319.00	0
692	BAH	1980	334.00	0
692	BAH	1981	355.00	0
692	BAH	1982	374.00	0
692	BAH	1983	391.00	0
692	BAH	1984	407.00	0
692	BAH	1985	425.00	0
692	BAH	1986	442.00	0
692	BAH	1987	458.00	0
692	BAH	1988	473.00	0
692	BAH	1989	489.00	0
692	BAH	1990	503.00	0
692	BAH	1991	508.00	0
692	BAH	1992	519.00	0
692	BAH	1993	537.00	0
692	BAH	1994	557.00	0
692	BAH	1995	578.00	0
692	BAH	1996	599.00	0
692	BAH	1997	620.00	0
692	BAH	1998	595.00	0
692	BAH	1999	606.00	0
692	BAH	2000	617.00	0
692	BAH	2001	617.00	0
692	BAH	2002	642.50	3
692	BAH	2003	644.01	3
692	BAH	2004	645.52	3
694	QAT	1971	122.00	0
694	QAT	1972	135.00	0
694	QAT	1973	147.00	0
694	QAT	1974	160.00	0
694	QAT	1975	171.00	0
694	QAT	1976	181.00	0
694	QAT	1977	191.00	0
694	QAT	1978	200.00	0
694	QAT	1979	213.00	0
694	QAT	1980	229.00	0
694	QAT	1981	250.00	0
694	QAT	1982	274.00	0
694	QAT	1983	301.00	0
694	QAT	1984	330.00	0
694	QAT	1985	358.00	0
694	QAT	1986	386.00	0
694	QAT	1987	414.00	0
694	QAT	1988	428.00	0
694	QAT	1989	456.00	0
694	QAT	1990	486.00	0
694	QAT	1991	503.00	0
694	QAT	1992	533.00	0
694	QAT	1993	559.00	0
694	QAT	1994	593.00	0
694	QAT	1995	548.00	0
694	QAT	1996	558.00	0
694	QAT	1997	569.00	0
694	QAT	1998	579.00	0
694	QAT	1999	589.00	0
694	QAT	2000	599.00	0
694	QAT	2001	599.00	0
694	QAT	2002	599.00	3
694	QAT	2003	599.00	3
694	QAT	2004	599.00	3
696	UAE	1971	260.00	0
696	UAE	1972	306.00	0
696	UAE	1973	362.00	0
696	UAE	1974	428.00	0
696	UAE	1975	505.00	0
696	UAE	1976	592.00	0
696	UAE	1977	690.00	0
696	UAE	1978	795.00	0
696	UAE	1979	904.00	0
696	UAE	1980	1015.00	0
696	UAE	1981	1128.00	0
696	UAE	1982	1240.00	0
696	UAE	1983	1206.00	0
696	UAE	1984	1455.00	0
696	UAE	1985	1552.00	0
696	UAE	1986	1639.00	0
696	UAE	1987	1718.00	0
696	UAE	1988	1789.00	0
696	UAE	1989	1856.00	0
696	UAE	1990	1921.00	0
696	UAE	1991	1983.00	0
696	UAE	1992	2044.00	0
696	UAE	1993	2102.00	0
696	UAE	1994	2157.00	0
696	UAE	1995	2314.00	0
696	UAE	1996	2443.00	0
696	UAE	1997	2580.00	0
696	UAE	1998	2353.00	0
696	UAE	1999	2398.00	0
696	UAE	2000	2441.00	0
696	UAE	2001	2441.00	0
696	UAE	2002	2225.74	3
696	UAE	2003	2058.13	3
696	UAE	2004	1903.14	3
698	OMA	1816	57.61	3
698	OMA	1817	58.53	3
698	OMA	1818	59.45	3
698	OMA	1819	60.39	3
698	OMA	1820	61.35	3
698	OMA	1821	62.32	3
698	OMA	1822	63.30	3
698	OMA	1823	64.30	3
698	OMA	1824	65.32	3
698	OMA	1825	66.35	3
698	OMA	1826	67.40	3
698	OMA	1827	68.47	3
698	OMA	1828	69.55	3
698	OMA	1829	70.65	3
698	OMA	1830	71.77	3
698	OMA	1831	72.90	3
698	OMA	1832	74.06	3
698	OMA	1833	75.23	3
698	OMA	1834	76.42	3
698	OMA	1835	77.63	3
698	OMA	1836	78.85	3
698	OMA	1837	80.10	3
698	OMA	1838	81.37	3
698	OMA	1839	82.65	3
698	OMA	1840	83.96	3
698	OMA	1841	85.29	3
698	OMA	1842	86.64	3
698	OMA	1843	88.01	3
698	OMA	1844	89.40	3
698	OMA	1845	90.81	3
698	OMA	1846	92.25	3
698	OMA	1847	93.71	3
698	OMA	1848	95.19	3
698	OMA	1849	96.70	3
698	OMA	1850	98.23	3
698	OMA	1851	99.78	3
698	OMA	1852	101.36	3
698	OMA	1853	102.96	3
698	OMA	1854	104.59	3
698	OMA	1855	106.24	3
698	OMA	1856	107.92	3
698	OMA	1857	109.63	3
698	OMA	1858	111.36	3
698	OMA	1859	113.13	3
698	OMA	1860	114.91	3
698	OMA	1861	116.73	3
698	OMA	1862	118.58	3
698	OMA	1863	120.45	3
698	OMA	1864	122.36	3
698	OMA	1865	124.29	3
698	OMA	1866	126.26	3
698	OMA	1867	128.26	3
698	OMA	1868	130.28	3
698	OMA	1869	132.35	3
698	OMA	1870	134.44	3
698	OMA	1871	136.56	3
698	OMA	1872	138.72	3
698	OMA	1873	140.92	3
698	OMA	1874	143.15	3
698	OMA	1875	145.41	3
698	OMA	1876	147.71	3
698	OMA	1877	150.05	3
698	OMA	1878	152.42	3
698	OMA	1879	154.83	3
698	OMA	1880	157.28	3
698	OMA	1881	159.77	3
698	OMA	1882	162.29	3
698	OMA	1883	164.86	3
698	OMA	1884	167.47	3
698	OMA	1885	170.12	3
698	OMA	1886	172.81	3
698	OMA	1887	175.54	3
698	OMA	1888	178.32	3
698	OMA	1889	181.14	3
698	OMA	1890	184.00	1
698	OMA	1891	186.91	2
698	OMA	1892	189.86	2
698	OMA	1893	192.86	2
698	OMA	1894	195.91	2
698	OMA	1895	199.00	1
698	OMA	1896	201.91	2
698	OMA	1897	204.87	2
698	OMA	1898	207.87	2
698	OMA	1899	210.91	2
698	OMA	1900	214.00	1
698	OMA	1901	217.00	1
698	OMA	1902	221.00	1
698	OMA	1903	224.00	1
698	OMA	1904	228.00	1
698	OMA	1905	231.00	1
698	OMA	1906	235.00	1
698	OMA	1907	238.00	1
698	OMA	1908	242.00	1
698	OMA	1909	245.00	1
698	OMA	1910	249.00	1
698	OMA	1911	253.00	1
698	OMA	1912	257.00	1
698	OMA	1913	261.00	1
698	OMA	1914	265.00	1
698	OMA	1915	269.00	1
698	OMA	1916	273.00	1
698	OMA	1917	277.00	1
698	OMA	1918	281.00	1
698	OMA	1919	285.00	1
698	OMA	1920	290.00	1
698	OMA	1921	294.00	1
698	OMA	1922	299.00	1
698	OMA	1923	303.00	1
698	OMA	1924	308.00	1
698	OMA	1925	313.00	1
698	OMA	1926	317.00	1
698	OMA	1927	322.00	1
698	OMA	1928	327.00	1
698	OMA	1929	332.00	1
698	OMA	1930	337.00	1
698	OMA	1931	342.00	1
698	OMA	1932	347.00	1
698	OMA	1933	353.00	1
698	OMA	1934	358.00	1
698	OMA	1935	364.00	1
698	OMA	1936	369.00	1
698	OMA	1937	375.00	1
698	OMA	1938	380.00	1
698	OMA	1939	386.00	1
698	OMA	1940	392.00	1
698	OMA	1941	398.00	1
698	OMA	1942	404.00	1
698	OMA	1943	410.00	1
698	OMA	1944	416.00	1
698	OMA	1945	423.00	1
698	OMA	1946	429.00	1
698	OMA	1947	436.00	1
698	OMA	1948	442.00	1
698	OMA	1949	449.00	1
698	OMA	1950	413.00	1
698	OMA	1951	421.00	1
698	OMA	1952	429.00	1
698	OMA	1953	437.00	1
698	OMA	1954	446.00	1
698	OMA	1955	455.00	1
698	OMA	1956	464.00	1
698	OMA	1957	474.00	1
698	OMA	1958	483.00	1
698	OMA	1959	494.00	1
698	OMA	1960	505.00	1
698	OMA	1961	517.00	1
698	OMA	1962	529.00	1
698	OMA	1963	543.00	1
698	OMA	1964	557.00	1
698	OMA	1965	571.00	1
698	OMA	1966	586.00	1
698	OMA	1967	600.00	1
698	OMA	1968	619.00	1
698	OMA	1969	637.00	1
698	OMA	1970	654.00	1
698	OMA	1971	748.00	0
698	OMA	1972	776.00	0
698	OMA	1973	807.00	0
698	OMA	1974	841.00	0
698	OMA	1975	880.00	0
698	OMA	1976	924.00	0
698	OMA	1977	971.00	0
698	OMA	1978	1022.00	0
698	OMA	1979	1076.00	0
698	OMA	1980	1130.00	0
698	OMA	1981	1186.00	0
698	OMA	1982	1242.00	0
698	OMA	1983	1301.00	0
698	OMA	1984	1361.00	0
698	OMA	1985	1425.00	0
698	OMA	1986	1492.00	0
698	OMA	1987	1561.00	0
698	OMA	1988	1634.00	0
698	OMA	1989	1708.00	0
698	OMA	1990	2000.00	0
698	OMA	1991	1864.00	0
698	OMA	1992	1945.00	0
698	OMA	1993	2029.00	0
698	OMA	1994	2096.00	0
698	OMA	1995	2135.00	0
698	OMA	1996	2302.00	0
698	OMA	1997	2401.00	0
698	OMA	1998	2382.00	0
698	OMA	1999	2460.00	0
698	OMA	2000	2542.00	0
698	OMA	2001	2542.00	0
698	OMA	2002	2772.36	3
698	OMA	2003	2930.22	3
698	OMA	2004	3097.07	3
700	AFG	1816	2851.60	3
700	AFG	1817	2860.19	3
700	AFG	1818	2868.81	3
700	AFG	1819	2877.46	3
700	AFG	1820	2886.14	3
700	AFG	1821	2894.83	3
700	AFG	1822	2903.56	3
700	AFG	1823	2912.31	3
700	AFG	1824	2921.09	3
700	AFG	1825	2929.90	3
700	AFG	1826	2938.73	3
700	AFG	1827	2947.59	3
700	AFG	1828	2956.47	3
700	AFG	1829	2965.38	3
700	AFG	1830	2974.32	3
700	AFG	1831	2983.29	3
700	AFG	1832	2992.28	3
700	AFG	1833	3001.30	3
700	AFG	1834	3010.35	3
700	AFG	1835	3019.42	3
700	AFG	1836	3028.52	3
700	AFG	1837	3037.65	3
700	AFG	1838	3046.81	3
700	AFG	1839	3055.99	3
700	AFG	1840	3065.20	3
700	AFG	1841	3074.44	3
700	AFG	1842	3083.71	3
700	AFG	1843	3093.01	3
700	AFG	1844	3102.33	3
700	AFG	1845	3111.68	3
700	AFG	1846	3121.06	3
700	AFG	1847	3130.47	3
700	AFG	1848	3139.90	3
700	AFG	1849	3149.37	3
700	AFG	1850	3158.86	3
700	AFG	1851	3168.38	3
700	AFG	1852	3177.93	3
700	AFG	1853	3187.51	3
700	AFG	1854	3197.12	3
700	AFG	1855	3206.76	3
700	AFG	1856	3216.42	3
700	AFG	1857	3226.12	3
700	AFG	1858	3235.84	3
700	AFG	1859	3245.60	3
700	AFG	1860	3255.38	3
700	AFG	1861	3265.19	3
700	AFG	1862	3275.04	3
700	AFG	1863	3284.91	3
700	AFG	1864	3294.81	3
700	AFG	1865	3304.74	3
700	AFG	1866	3314.70	3
700	AFG	1867	3324.70	3
700	AFG	1868	3334.72	3
700	AFG	1869	3344.77	3
700	AFG	1870	3354.85	3
700	AFG	1871	3364.96	3
700	AFG	1872	3375.11	3
700	AFG	1873	3385.28	3
700	AFG	1874	3395.48	3
700	AFG	1875	3405.72	3
700	AFG	1876	3415.99	3
700	AFG	1877	3426.28	3
700	AFG	1878	3436.61	3
700	AFG	1879	3446.97	3
700	AFG	1880	3457.36	3
700	AFG	1881	3467.78	3
700	AFG	1882	3478.23	3
700	AFG	1883	3488.72	3
700	AFG	1884	3499.23	3
700	AFG	1885	3509.78	3
700	AFG	1886	3520.36	3
700	AFG	1887	3530.97	3
700	AFG	1888	3541.62	3
700	AFG	1919	5508.37	2
700	AFG	1920	6306.00	0
700	AFG	1921	6381.00	0
700	AFG	1922	6456.00	0
700	AFG	1923	6532.00	0
700	AFG	1924	6609.00	0
700	AFG	1925	6687.00	0
700	AFG	1926	6765.00	0
700	AFG	1927	6845.00	0
700	AFG	1928	6925.00	0
700	AFG	1929	7007.00	0
700	AFG	1930	7089.00	0
700	AFG	1931	7173.00	0
700	AFG	1932	7257.00	0
700	AFG	1933	7343.00	0
700	AFG	1934	7429.00	0
700	AFG	1935	7516.00	0
700	AFG	1936	7605.00	0
700	AFG	1937	7694.00	0
700	AFG	1938	7785.00	0
700	AFG	1939	7876.00	0
700	AFG	1940	7969.00	0
700	AFG	1941	8063.00	0
700	AFG	1942	8158.00	0
700	AFG	1943	8254.00	0
700	AFG	1944	8351.00	0
700	AFG	1945	8449.00	0
700	AFG	1946	8549.00	0
700	AFG	1947	8649.00	0
700	AFG	1948	8751.00	0
700	AFG	1949	8854.00	0
700	AFG	1950	8958.00	0
700	AFG	1951	9093.00	0
700	AFG	1952	9238.00	0
700	AFG	1953	9393.00	0
700	AFG	1954	9558.00	0
700	AFG	1955	9734.00	0
700	AFG	1956	9921.00	0
700	AFG	1957	10119.00	0
700	AFG	1958	10327.00	0
700	AFG	1959	10546.00	0
700	AFG	1960	10775.00	0
700	AFG	1961	11014.00	0
700	AFG	1962	11262.00	0
700	AFG	1963	11521.00	0
700	AFG	1964	11791.00	0
700	AFG	1965	12071.00	0
700	AFG	1966	12358.00	0
700	AFG	1967	12652.00	0
700	AFG	1968	12957.00	0
700	AFG	1969	13280.00	0
700	AFG	1970	13623.00	0
700	AFG	1971	13984.00	0
700	AFG	1972	14356.00	0
700	AFG	1973	14724.00	0
700	AFG	1974	15070.00	0
700	AFG	1975	15378.00	0
700	AFG	1976	15653.00	0
700	AFG	1977	15892.00	0
700	AFG	1978	16064.00	0
700	AFG	1979	16128.00	0
700	AFG	1980	16063.00	0
700	AFG	1981	15862.00	0
700	AFG	1982	15549.00	0
700	AFG	1983	15177.00	0
700	AFG	1984	14814.00	0
700	AFG	1985	14519.00	0
700	AFG	1986	14300.00	0
700	AFG	1987	14165.00	0
700	AFG	1988	14162.00	0
700	AFG	1989	14346.00	0
700	AFG	1990	14754.00	0
700	AFG	1991	15403.00	0
700	AFG	1992	16276.00	0
700	AFG	1993	17322.00	0
700	AFG	1994	18470.00	0
700	AFG	1995	19661.00	0
700	AFG	1996	20883.00	0
700	AFG	1997	22132.00	0
700	AFG	1998	21354.00	0
700	AFG	1999	21923.00	0
700	AFG	2000	22720.00	0
700	AFG	2001	22722.00	0
700	AFG	2002	22724.00	3
700	AFG	2003	22726.00	3
700	AFG	2004	22728.00	3
701	TKM	1991	3753.00	0
701	TKM	1992	4032.00	0
701	TKM	1993	4308.00	0
701	TKM	1994	4406.00	0
701	TKM	1995	4509.00	0
701	TKM	1996	4569.00	0
701	TKM	1997	4235.00	0
701	TKM	1998	4309.00	0
701	TKM	1999	4384.00	0
701	TKM	2000	4459.00	0
701	TKM	2001	4460.00	0
701	TKM	2002	4517.45	3
701	TKM	2003	4433.49	3
701	TKM	2004	4351.09	3
702	TAJ	1991	5464.00	0
702	TAJ	1992	5571.00	0
702	TAJ	1993	5638.00	0
702	TAJ	1994	5745.00	0
702	TAJ	1995	5836.00	0
702	TAJ	1996	5919.00	0
702	TAJ	1997	6046.00	0
702	TAJ	1998	6015.00	0
702	TAJ	1999	6104.00	0
702	TAJ	2000	6188.00	0
702	TAJ	2001	6188.00	0
702	TAJ	2002	6756.97	3
702	TAJ	2003	6939.75	3
702	TAJ	2004	7127.47	3
703	KYR	1991	4453.00	0
703	KYR	1992	4493.00	0
703	KYR	1993	4482.00	0
703	KYR	1994	4473.00	0
703	KYR	1995	4514.00	0
703	KYR	1996	4576.00	0
703	KYR	1997	4635.00	0
703	KYR	1998	4643.00	0
703	KYR	1999	4669.00	0
703	KYR	2000	4699.00	0
703	KYR	2001	4699.00	0
703	KYR	2002	4699.00	3
703	KYR	2003	4699.00	3
703	KYR	2004	4699.00	3
704	UZB	1991	20862.00	0
704	UZB	1992	21360.00	0
704	UZB	1993	21852.00	0
704	UZB	1994	22282.00	0
704	UZB	1995	22690.00	0
704	UZB	1996	23130.00	0
704	UZB	1997	23667.00	0
704	UZB	1998	23574.00	0
704	UZB	1999	23942.00	0
704	UZB	2000	24318.00	0
704	UZB	2001	24320.00	0
704	UZB	2002	24322.00	3
704	UZB	2003	24324.00	3
704	UZB	2004	24326.00	3
705	KZK	1991	16451.00	0
705	KZK	1992	16518.00	0
705	KZK	1993	16479.00	0
705	KZK	1994	16297.00	0
705	KZK	1995	16066.00	0
705	KZK	1996	15921.00	0
705	KZK	1997	16832.00	0
705	KZK	1998	16319.00	0
705	KZK	1999	16269.00	0
705	KZK	2000	16223.00	0
705	KZK	2001	16221.00	0
705	KZK	2002	16219.00	3
705	KZK	2003	16217.00	3
705	KZK	2004	16215.00	3
710	CHN	1816	328815.00	1
710	CHN	1817	331330.40	1
710	CHN	1818	348820.00	1
710	CHN	1819	351260.50	1
710	CHN	1820	353377.70	1
710	CHN	1821	355540.30	1
710	CHN	1822	372457.50	1
710	CHN	1823	375153.10	1
710	CHN	1824	374601.10	1
710	CHN	1825	379885.30	1
710	CHN	1826	380287.00	1
710	CHN	1827	383696.10	1
710	CHN	1828	386531.50	1
710	CHN	1829	390500.70	1
710	CHN	1830	395784.70	1
710	CHN	1831	395821.10	1
710	CHN	1832	397132.70	1
710	CHN	1833	398942.00	1
710	CHN	1834	401008.60	1
710	CHN	1835	403052.10	1
710	CHN	1836	404901.40	1
710	CHN	1837	406984.10	1
710	CHN	1838	409038.80	1
710	CHN	1839	410850.60	1
710	CHN	1840	412814.80	1
710	CHN	1841	413457.30	1
710	CHN	1842	416118.20	1
710	CHN	1843	417239.10	1
710	CHN	1844	419441.30	1
710	CHN	1845	421342.70	1
710	CHN	1846	423121.10	1
710	CHN	1847	425106.20	1
710	CHN	1848	426928.90	1
710	CHN	1849	428420.70	1
710	CHN	1850	429931.00	1
710	CHN	1851	408359.00	1
710	CHN	1852	404749.00	1
710	CHN	1853	401172.00	1
710	CHN	1854	397626.00	1
710	CHN	1855	394112.00	1
710	CHN	1856	390628.00	1
710	CHN	1857	387176.00	1
710	CHN	1858	383754.00	1
710	CHN	1859	380362.00	1
710	CHN	1860	379382.00	0
710	CHN	1861	374670.00	0
710	CHN	1862	370015.00	0
710	CHN	1863	365419.00	0
710	CHN	1864	360880.00	0
710	CHN	1865	356397.00	0
710	CHN	1866	351970.00	0
710	CHN	1867	347597.00	0
710	CHN	1868	342765.00	0
710	CHN	1869	344724.00	0
710	CHN	1870	346694.00	0
710	CHN	1871	348677.00	0
710	CHN	1872	350670.00	0
710	CHN	1873	352674.00	0
710	CHN	1874	354690.00	0
710	CHN	1875	356718.00	0
710	CHN	1876	358757.00	0
710	CHN	1877	360808.00	0
710	CHN	1878	362870.00	0
710	CHN	1879	364944.00	0
710	CHN	1880	367030.00	0
710	CHN	1881	369128.00	0
710	CHN	1882	371239.00	0
710	CHN	1883	373361.00	0
710	CHN	1884	375495.00	0
710	CHN	1885	377636.00	0
710	CHN	1886	382238.00	0
710	CHN	1887	386892.00	0
710	CHN	1888	391601.00	0
710	CHN	1889	396369.00	0
710	CHN	1890	401194.00	0
710	CHN	1891	406077.00	0
710	CHN	1892	411021.00	0
710	CHN	1893	416025.00	0
710	CHN	1894	421000.00	0
710	CHN	1895	421763.00	0
710	CHN	1896	422523.00	0
710	CHN	1897	423285.00	0
710	CHN	1898	424047.00	0
710	CHN	1899	424811.00	0
710	CHN	1900	425577.00	0
710	CHN	1901	426447.00	0
710	CHN	1902	439947.00	0
710	CHN	1903	441220.00	0
710	CHN	1904	442502.00	0
710	CHN	1905	443787.00	0
710	CHN	1906	445076.00	0
710	CHN	1907	446368.00	0
710	CHN	1908	447665.00	0
710	CHN	1909	448965.00	0
710	CHN	1910	450269.00	0
710	CHN	1911	451576.00	0
710	CHN	1912	452888.00	0
710	CHN	1913	454203.00	0
710	CHN	1914	455522.00	0
710	CHN	1915	456845.00	0
710	CHN	1916	458172.00	0
710	CHN	1917	459503.00	0
710	CHN	1918	460837.00	0
710	CHN	1919	462176.00	0
710	CHN	1920	463518.00	0
710	CHN	1921	464864.00	0
710	CHN	1922	466214.00	0
710	CHN	1923	467568.00	0
710	CHN	1924	468926.00	0
710	CHN	1925	470288.00	0
710	CHN	1926	471654.00	0
710	CHN	1927	470852.00	0
710	CHN	1928	474787.00	0
710	CHN	1929	478830.00	0
710	CHN	1930	482917.00	0
710	CHN	1931	487039.00	0
710	CHN	1932	491197.00	0
710	CHN	1933	495390.00	0
710	CHN	1934	499618.00	0
710	CHN	1935	503883.00	0
710	CHN	1936	508185.00	0
710	CHN	1937	512523.00	0
710	CHN	1938	516898.00	0
710	CHN	1939	521310.00	0
710	CHN	1940	525760.00	0
710	CHN	1941	530248.00	0
710	CHN	1942	534774.00	0
710	CHN	1943	539339.00	0
710	CHN	1944	543943.00	0
710	CHN	1945	548586.00	0
710	CHN	1946	553269.00	0
710	CHN	1947	557992.00	0
710	CHN	1948	562755.00	0
710	CHN	1949	567559.00	0
710	CHN	1950	571889.00	0
710	CHN	1951	577290.00	0
710	CHN	1952	582218.00	0
710	CHN	1953	590820.00	0
710	CHN	1954	600149.00	0
710	CHN	1955	609005.00	0
710	CHN	1956	617789.00	0
710	CHN	1957	626818.00	0
710	CHN	1958	636335.00	0
710	CHN	1959	646515.00	0
710	CHN	1960	657492.00	0
710	CHN	1961	669392.00	0
710	CHN	1962	682357.00	0
710	CHN	1963	696552.00	0
710	CHN	1964	712142.00	0
710	CHN	1965	729191.00	0
710	CHN	1966	747754.00	0
710	CHN	1967	767672.00	0
710	CHN	1968	788508.00	0
710	CHN	1969	809669.00	0
710	CHN	1970	830675.00	0
710	CHN	1971	851419.00	0
710	CHN	1972	871854.00	0
710	CHN	1973	891632.00	0
710	CHN	1974	910367.00	0
710	CHN	1975	927808.00	0
710	CHN	1976	943793.00	0
710	CHN	1977	958438.00	0
710	CHN	1978	972138.00	0
710	CHN	1979	985467.00	0
710	CHN	1980	998877.00	0
710	CHN	1981	1012409.00	0
710	CHN	1982	1026029.00	0
710	CHN	1983	1040000.00	0
710	CHN	1984	1054667.00	0
710	CHN	1985	1070175.00	0
710	CHN	1986	1086773.00	0
710	CHN	1987	1104193.00	0
710	CHN	1988	1121980.00	0
710	CHN	1989	1139209.00	0
710	CHN	1990	1155305.00	0
710	CHN	1991	1170038.00	0
710	CHN	1992	1183568.00	0
710	CHN	1993	1196167.00	0
710	CHN	1994	1208278.00	0
710	CHN	1995	1220224.00	0
710	CHN	1996	1232083.00	0
710	CHN	1997	1243738.00	0
710	CHN	1998	1255698.00	0
710	CHN	1999	1266838.00	0
710	CHN	2000	1277558.00	0
710	CHN	2001	1277673.00	0
710	CHN	2002	1277788.00	3
710	CHN	2003	1277903.00	3
710	CHN	2004	1278018.00	3
711	TBT	1913	1982.02	2
711	TBT	1914	1973.10	2
711	TBT	1915	1964.21	2
711	TBT	1916	1955.36	2
711	TBT	1917	1946.55	2
711	TBT	1918	1937.79	2
711	TBT	1919	1929.06	2
711	TBT	1920	1920.37	2
711	TBT	1921	1911.72	2
711	TBT	1922	1903.11	2
711	TBT	1923	1894.54	2
711	TBT	1924	1886.00	2
711	TBT	1925	1877.51	2
711	TBT	1926	1869.05	2
711	TBT	1927	1860.63	2
711	TBT	1928	1852.25	2
711	TBT	1929	1843.91	2
711	TBT	1930	1835.60	2
711	TBT	1931	1827.34	2
711	TBT	1932	1819.10	2
711	TBT	1933	1810.91	2
711	TBT	1934	1802.75	2
711	TBT	1935	1794.63	2
711	TBT	1936	1786.55	2
711	TBT	1937	1778.50	2
711	TBT	1938	1770.49	2
711	TBT	1939	1762.52	2
711	TBT	1940	1754.58	2
711	TBT	1941	1746.68	2
711	TBT	1942	1738.81	2
711	TBT	1943	1730.98	2
711	TBT	1944	1723.18	2
711	TBT	1945	1715.42	2
711	TBT	1946	1707.69	2
711	TBT	1947	1700.00	1
711	TBT	1948	1651.14	2
711	TBT	1949	1603.69	2
711	TBT	1950	1557.60	2
712	MON	1921	663.00	0
712	MON	1922	668.00	0
712	MON	1923	674.00	0
712	MON	1924	679.00	0
712	MON	1925	684.00	0
712	MON	1926	694.00	0
712	MON	1927	705.00	0
712	MON	1928	716.00	0
712	MON	1929	727.00	0
712	MON	1930	738.00	0
712	MON	1931	738.00	0
712	MON	1932	739.00	0
712	MON	1933	739.00	0
712	MON	1934	740.00	0
712	MON	1935	740.00	0
712	MON	1936	741.00	0
712	MON	1937	741.00	0
712	MON	1938	742.00	0
712	MON	1939	742.00	0
712	MON	1940	743.00	0
712	MON	1941	745.00	0
712	MON	1942	748.00	0
712	MON	1943	750.00	0
712	MON	1944	752.00	0
712	MON	1945	754.00	0
712	MON	1946	757.00	0
712	MON	1947	759.00	0
712	MON	1948	761.00	0
712	MON	1949	764.00	0
712	MON	1950	766.00	0
712	MON	1951	779.00	0
712	MON	1952	793.00	0
712	MON	1953	807.00	0
712	MON	1954	820.00	0
712	MON	1955	836.00	0
712	MON	1956	854.00	0
712	MON	1957	873.00	0
712	MON	1958	897.00	0
712	MON	1959	923.00	0
712	MON	1960	952.00	0
712	MON	1961	983.00	0
712	MON	1962	1008.00	0
712	MON	1963	1031.00	0
712	MON	1964	1061.00	0
712	MON	1965	1090.00	0
712	MON	1966	1119.00	0
712	MON	1967	1149.00	0
712	MON	1968	1181.00	0
