idnum	idacr	year	pop	source
212	LUX	1885	212.55	2
212	LUX	1886	213.30	1
212	LUX	1887	213.73	2
212	LUX	1888	214.15	2
212	LUX	1889	214.58	2
212	LUX	1890	215.01	2
212	LUX	1891	215.44	2
212	LUX	1892	215.87	2
212	LUX	1893	216.30	2
212	LUX	1894	216.73	2
212	LUX	1895	217.17	2
212	LUX	1896	217.60	1
212	LUX	1897	221.26	2
212	LUX	1898	224.97	2
212	LUX	1899	228.75	2
212	LUX	1900	232.59	2
212	LUX	1901	236.50	1
212	LUX	1902	240.00	1
212	LUX	1903	242.00	1
212	LUX	1904	244.00	1
212	LUX	1905	245.25	2
212	LUX	1906	246.50	1
212	LUX	1907	252.00	1
212	LUX	1908	255.00	1
212	LUX	1909	258.00	1
212	LUX	1910	258.95	2
212	LUX	1911	259.90	1
212	LUX	1912	261.00	1
212	LUX	1913	263.00	1
212	LUX	1914	265.80	1
212	LUX	1915	264.00	1
212	LUX	1916	263.90	2
212	LUX	1917	263.80	1
212	LUX	1918	264.00	1
212	LUX	1919	264.00	1
212	LUX	1920	261.00	0
212	LUX	1921	261.00	0
212	LUX	1922	261.00	0
212	LUX	1923	263.00	0
212	LUX	1924	266.00	0
212	LUX	1925	268.00	0
212	LUX	1926	270.00	0
212	LUX	1927	278.00	0
212	LUX	1928	287.00	0
212	LUX	1929	292.00	0
212	LUX	1930	297.00	0
212	LUX	1931	300.00	0
212	LUX	1932	301.00	0
212	LUX	1933	302.00	0
212	LUX	1934	304.00	0
212	LUX	1935	301.00	0
212	LUX	1936	297.00	0
212	LUX	1937	299.00	0
212	LUX	1938	301.00	0
212	LUX	1939	298.00	0
212	LUX	1940	296.00	0
212	LUX	1941	290.20	1
212	LUX	1942	290.00	1
212	LUX	1943	290.00	1
212	LUX	1944	286.00	0
212	LUX	1945	283.00	0
212	LUX	1946	286.00	0
212	LUX	1947	289.00	0
212	LUX	1948	292.00	0
212	LUX	1949	294.00	0
212	LUX	1950	296.00	0
212	LUX	1951	297.00	0
212	LUX	1952	299.00	0
212	LUX	1953	301.00	0
212	LUX	1954	303.00	0
212	LUX	1955	305.00	0
212	LUX	1956	307.00	0
212	LUX	1957	308.00	0
212	LUX	1958	310.00	0
212	LUX	1959	312.00	0
212	LUX	1960	314.00	0
212	LUX	1961	317.00	0
212	LUX	1962	321.00	0
212	LUX	1963	324.00	0
212	LUX	1964	328.00	0
212	LUX	1965	332.00	0
212	LUX	1966	334.00	0
212	LUX	1967	335.00	0
212	LUX	1968	336.00	0
212	LUX	1969	338.00	0
212	LUX	1970	339.00	0
212	LUX	1971	342.00	0
212	LUX	1972	347.00	0
212	LUX	1973	350.00	0
212	LUX	1974	355.00	0
212	LUX	1975	359.00	0
212	LUX	1976	361.00	0
212	LUX	1977	361.00	0
212	LUX	1978	362.00	0
212	LUX	1979	363.00	0
212	LUX	1980	364.00	0
212	LUX	1981	365.00	0
212	LUX	1982	366.00	0
212	LUX	1983	366.00	0
212	LUX	1984	366.00	0
212	LUX	1985	367.00	0
212	LUX	1986	368.00	0
212	LUX	1987	371.00	0
212	LUX	1988	374.00	0
212	LUX	1989	378.00	0
212	LUX	1990	382.00	0
212	LUX	1991	387.00	0
212	LUX	1992	390.00	0
212	LUX	1993	398.00	0
212	LUX	1994	404.00	0
212	LUX	1995	410.00	0
212	LUX	1996	416.00	0
212	LUX	1997	417.00	0
212	LUX	1998	422.00	0
212	LUX	1999	426.00	0
212	LUX	2000	431.00	0
212	LUX	2001	431.00	0
212	LUX	2002	431.00	3
212	LUX	2003	431.00	3
212	LUX	2004	431.00	3
220	FRN	1816	29480.00	0
220	FRN	1817	29700.00	0
220	FRN	1818	29880.00	0
220	FRN	1819	30060.00	0
220	FRN	1820	30250.00	0
220	FRN	1821	30450.00	0
220	FRN	1822	30700.00	0
220	FRN	1823	30940.00	0
220	FRN	1824	31190.00	0
220	FRN	1825	31410.00	0
220	FRN	1826	31600.00	0
220	FRN	1827	31800.00	0
220	FRN	1828	32000.00	0
220	FRN	1829	32280.00	0
220	FRN	1830	32370.00	0
220	FRN	1831	32570.00	0
220	FRN	1832	32730.00	0
220	FRN	1833	32890.00	0
220	FRN	1834	33070.00	0
220	FRN	1835	33260.00	0
220	FRN	1836	33540.00	0
220	FRN	1837	33690.00	0
220	FRN	1838	33790.00	0
220	FRN	1839	33940.00	0
220	FRN	1840	34080.00	0
220	FRN	1841	34230.00	0
220	FRN	1842	34450.00	0
220	FRN	1843	34660.00	0
220	FRN	1844	34900.00	0
220	FRN	1845	35160.00	0
220	FRN	1846	35400.00	0
220	FRN	1847	35470.00	0
220	FRN	1848	35520.00	0
220	FRN	1849	35550.00	0
220	FRN	1850	35630.00	0
220	FRN	1851	35800.00	0
220	FRN	1852	35950.00	0
220	FRN	1853	36070.00	0
220	FRN	1854	36230.00	0
220	FRN	1855	36080.00	0
220	FRN	1856	36190.00	0
220	FRN	1857	36300.00	0
220	FRN	1858	36340.00	0
220	FRN	1859	36500.00	0
220	FRN	1860	36510.00	0
220	FRN	1861	37390.00	0
220	FRN	1862	37520.00	0
220	FRN	1863	37710.00	0
220	FRN	1864	37860.00	0
220	FRN	1865	38020.00	0
220	FRN	1866	38080.00	0
220	FRN	1867	38230.00	0
220	FRN	1868	38330.00	0
220	FRN	1869	38390.00	0
220	FRN	1870	38440.00	0
220	FRN	1871	36190.00	0
220	FRN	1872	36140.00	0
220	FRN	1873	36340.00	0
220	FRN	1874	36490.00	0
220	FRN	1875	36660.00	0
220	FRN	1876	36830.00	0
220	FRN	1877	37000.00	0
220	FRN	1878	37180.00	0
220	FRN	1879	37320.00	0
220	FRN	1880	37450.00	0
220	FRN	1881	37590.00	0
220	FRN	1882	37730.00	0
220	FRN	1883	37860.00	0
220	FRN	1884	38010.00	0
220	FRN	1885	38110.00	0
220	FRN	1886	38230.00	0
220	FRN	1887	38260.00	0
220	FRN	1888	38290.00	0
220	FRN	1889	38370.00	0
220	FRN	1890	38380.00	0
220	FRN	1891	38350.00	0
220	FRN	1892	38360.00	0
220	FRN	1893	38380.00	0
220	FRN	1894	38420.00	0
220	FRN	1895	38460.00	0
220	FRN	1896	38550.00	0
220	FRN	1897	38700.00	0
220	FRN	1898	38820.00	0
220	FRN	1899	38890.00	0
220	FRN	1900	38940.00	0
220	FRN	1901	38980.00	0
220	FRN	1902	39050.00	0
220	FRN	1903	39120.00	0
220	FRN	1904	39190.00	0
220	FRN	1905	39220.00	0
220	FRN	1906	39270.00	0
220	FRN	1907	39270.00	0
220	FRN	1908	39370.00	0
220	FRN	1909	39430.00	0
220	FRN	1910	39540.00	0
220	FRN	1911	39620.00	0
220	FRN	1912	39670.00	0
220	FRN	1913	39770.00	0
220	FRN	1914	33220.00	0
220	FRN	1915	33380.00	0
220	FRN	1916	32850.00	0
220	FRN	1917	32500.00	0
220	FRN	1918	32830.00	0
220	FRN	1919	31970.00	0
220	FRN	1920	39000.00	0
220	FRN	1921	39240.00	0
220	FRN	1922	39420.00	0
220	FRN	1923	39880.00	0
220	FRN	1924	40310.00	0
220	FRN	1925	40610.00	0
220	FRN	1926	40870.00	0
220	FRN	1927	40940.00	0
220	FRN	1928	41050.00	0
220	FRN	1929	41230.00	0
220	FRN	1930	41610.00	0
220	FRN	1931	41860.00	0
220	FRN	1932	41860.00	0
220	FRN	1933	41890.00	0
220	FRN	1934	41950.00	0
220	FRN	1935	41940.00	0
220	FRN	1936	41910.00	0
220	FRN	1937	41930.00	0
220	FRN	1938	41960.00	0
220	FRN	1939	41900.00	0
220	FRN	1940	41000.00	0
220	FRN	1941	8000.00	0
220	FRN	1942	8000.00	0
220	FRN	1943	8000.00	3
220	FRN	1944	38900.00	0
220	FRN	1945	39700.00	0
220	FRN	1946	40280.00	0
220	FRN	1947	40640.00	0
220	FRN	1948	41044.00	0
220	FRN	1949	41400.00	0
220	FRN	1950	41736.00	0
220	FRN	1951	42056.00	0
220	FRN	1952	42360.00	0
220	FRN	1953	42652.00	0
220	FRN	1954	43057.00	0
220	FRN	1955	43428.00	0
220	FRN	1956	43843.00	0
220	FRN	1957	44311.00	0
220	FRN	1958	44789.00	0
220	FRN	1959	45240.00	0
220	FRN	1960	45684.00	0
220	FRN	1961	46163.00	0
220	FRN	1962	46998.00	0
220	FRN	1963	47816.00	0
220	FRN	1964	48310.00	0
220	FRN	1965	48758.00	0
220	FRN	1966	49164.00	0
220	FRN	1967	49548.00	0
220	FRN	1968	49914.00	0
220	FRN	1969	50315.00	0
220	FRN	1970	50768.00	0
220	FRN	1971	51249.00	0
220	FRN	1972	51703.00	0
220	FRN	1973	52131.00	0
220	FRN	1974	52492.00	0
220	FRN	1975	52699.00	0
220	FRN	1976	52909.00	0
220	FRN	1977	53145.00	0
220	FRN	1978	53376.00	0
220	FRN	1979	53606.00	0
220	FRN	1980	53880.00	0
220	FRN	1981	54182.00	0
220	FRN	1982	54480.00	0
220	FRN	1983	54728.00	0
220	FRN	1984	55026.00	0
220	FRN	1985	55284.00	0
220	FRN	1986	55547.00	0
220	FRN	1987	55824.00	0
220	FRN	1988	56118.00	0
220	FRN	1989	56423.00	0
220	FRN	1990	56735.00	0
220	FRN	1991	57055.00	0
220	FRN	1992	57374.00	0
220	FRN	1993	57654.00	0
220	FRN	1994	57900.00	0
220	FRN	1995	58139.00	0
220	FRN	1996	58375.00	0
220	FRN	1997	58607.00	0
220	FRN	1998	58683.00	0
220	FRN	1999	58886.00	0
220	FRN	2000	59080.00	0
220	FRN	2001	59082.00	0
220	FRN	2002	59084.00	3
220	FRN	2003	59086.00	3
220	FRN	2004	59088.00	3
221	MNC	1816	0.32	3
221	MNC	1817	0.34	3
221	MNC	1818	0.36	3
221	MNC	1819	0.37	3
221	MNC	1820	0.39	3
221	MNC	1821	0.41	3
221	MNC	1822	0.44	3
221	MNC	1823	0.46	3
221	MNC	1824	0.48	3
221	MNC	1825	0.51	3
221	MNC	1826	0.53	3
221	MNC	1827	0.56	3
221	MNC	1828	0.59	3
221	MNC	1829	0.62	3
221	MNC	1830	0.65	3
221	MNC	1831	0.68	3
221	MNC	1832	0.72	3
221	MNC	1833	0.76	3
221	MNC	1834	0.80	3
221	MNC	1835	0.84	3
221	MNC	1836	0.88	3
221	MNC	1837	0.93	3
221	MNC	1838	0.97	3
221	MNC	1839	1.02	3
221	MNC	1840	1.08	3
221	MNC	1841	1.13	3
221	MNC	1842	1.19	3
221	MNC	1843	1.25	3
221	MNC	1844	1.32	3
221	MNC	1845	1.39	3
221	MNC	1846	1.46	3
221	MNC	1847	1.53	3
221	MNC	1848	1.61	3
221	MNC	1849	1.69	3
221	MNC	1850	1.78	3
221	MNC	1851	1.87	3
221	MNC	1852	1.97	3
221	MNC	1853	2.07	3
221	MNC	1854	2.18	3
221	MNC	1855	2.29	3
221	MNC	1856	2.41	3
221	MNC	1857	2.53	3
221	MNC	1858	2.67	3
221	MNC	1859	2.80	3
221	MNC	1860	2.95	3
221	MNC	1861	3.10	1
221	MNC	1862	3.26	2
221	MNC	1863	3.43	2
221	MNC	1864	3.61	2
221	MNC	1865	3.80	2
221	MNC	1866	4.00	2
221	MNC	1867	4.20	2
221	MNC	1868	4.42	2
221	MNC	1869	4.65	2
221	MNC	1870	4.89	2
221	MNC	1871	5.15	2
221	MNC	1872	5.42	2
221	MNC	1873	5.70	1
221	MNC	1874	5.96	2
221	MNC	1875	6.22	2
221	MNC	1876	6.50	2
221	MNC	1877	6.79	2
221	MNC	1878	7.10	1
221	MNC	1879	7.55	2
221	MNC	1880	8.04	2
221	MNC	1881	8.55	2
221	MNC	1882	9.10	1
221	MNC	1883	10.10	1
221	MNC	1884	10.84	2
221	MNC	1885	11.64	2
221	MNC	1886	12.50	1
221	MNC	1887	12.89	2
221	MNC	1888	13.30	1
221	MNC	1889	15.04	2
221	MNC	1890	17.00	1
221	MNC	1891	17.20	2
221	MNC	1892	17.39	2
221	MNC	1893	17.59	2
221	MNC	1894	17.80	2
221	MNC	1895	18.00	1
221	MNC	1896	17.40	2
221	MNC	1897	16.82	2
221	MNC	1898	16.26	2
221	MNC	1899	15.72	2
221	MNC	1900	15.20	1
221	MNC	1901	15.72	2
221	MNC	1902	16.26	2
221	MNC	1903	16.82	2
221	MNC	1904	17.40	2
221	MNC	1905	18.00	1
221	MNC	1906	19.10	1
221	MNC	1907	19.07	2
221	MNC	1908	19.05	2
221	MNC	1909	19.02	2
221	MNC	1910	19.00	1
221	MNC	1911	20.25	2
221	MNC	1912	21.58	2
221	MNC	1913	23.00	1
221	MNC	1914	20.90	2
221	MNC	1915	19.00	1
221	MNC	1916	18.20	2
221	MNC	1917	17.44	2
221	MNC	1918	16.70	2
221	MNC	1919	16.00	1
221	MNC	1920	20.00	1
221	MNC	1921	21.63	2
221	MNC	1922	23.40	1
221	MNC	1923	22.20	1
221	MNC	1924	21.07	2
221	MNC	1925	20.00	1
221	MNC	1926	24.90	1
221	MNC	1927	24.90	2
221	MNC	1928	24.90	1
221	MNC	1929	22.32	2
221	MNC	1930	20.00	1
221	MNC	1931	20.98	2
221	MNC	1932	22.02	2
221	MNC	1933	23.10	1
221	MNC	1934	22.20	1
221	MNC	1935	21.00	1
221	MNC	1936	21.00	2
221	MNC	1937	21.00	2
221	MNC	1938	21.00	2
221	MNC	1939	21.00	2
221	MNC	1940	21.00	1
221	MNC	1941	21.20	2
221	MNC	1942	21.39	2
221	MNC	1943	21.59	2
221	MNC	1944	21.80	2
221	MNC	1945	22.00	1
221	MNC	1946	21.66	2
221	MNC	1947	21.33	2
221	MNC	1948	21.00	1
221	MNC	1949	19.20	1
221	MNC	1950	22.00	1
221	MNC	1951	18.00	1
221	MNC	1952	18.00	1
221	MNC	1953	18.00	1
221	MNC	1954	18.00	1
221	MNC	1955	18.00	1
221	MNC	1956	18.49	2
221	MNC	1957	19.00	1
221	MNC	1958	19.00	1
221	MNC	1959	20.00	1
221	MNC	1960	21.00	1
221	MNC	1961	21.00	1
221	MNC	1962	21.80	1
221	MNC	1963	22.00	1
221	MNC	1964	22.00	1
221	MNC	1965	22.00	1
221	MNC	1966	23.00	1
221	MNC	1967	23.00	1
221	MNC	1968	23.00	1
221	MNC	1969	23.00	1
221	MNC	1970	23.00	1
221	MNC	1971	23.00	1
221	MNC	1972	23.00	1
221	MNC	1973	24.00	1
221	MNC	1974	24.00	1
221	MNC	1975	25.00	1
221	MNC	1976	25.00	1
221	MNC	1977	25.00	1
221	MNC	1978	26.00	1
221	MNC	1979	26.00	1
221	MNC	1980	26.00	1
221	MNC	1981	27.00	1
221	MNC	1982	27.10	1
221	MNC	1983	27.00	1
221	MNC	1984	27.00	1
221	MNC	1985	28.00	1
221	MNC	1986	28.00	1
221	MNC	1987	28.00	1
221	MNC	1988	29.00	1
221	MNC	1989	29.00	1
221	MNC	1990	29.50	2
221	MNC	1991	30.00	1
221	MNC	1992	30.00	1
221	MNC	1993	31.00	0
221	MNC	1994	31.00	0
221	MNC	1995	32.00	0
221	MNC	1996	32.00	0
221	MNC	1997	32.00	0
221	MNC	1998	33.00	0
221	MNC	1999	33.00	0
221	MNC	2000	34.00	0
221	MNC	2001	34.00	0
221	MNC	2002	34.00	3
221	MNC	2003	34.00	3
221	MNC	2004	34.00	3
223	LIE	1816	6.00	2
223	LIE	1817	5.89	2
223	LIE	1818	5.79	2
223	LIE	1819	5.70	2
223	LIE	1820	5.60	1
223	LIE	1821	5.72	2
223	LIE	1822	5.84	2
223	LIE	1823	5.97	2
223	LIE	1824	6.10	2
223	LIE	1825	6.23	2
223	LIE	1826	6.36	2
223	LIE	1827	6.50	1
223	LIE	1828	6.58	2
223	LIE	1829	6.65	2
223	LIE	1830	6.73	2
223	LIE	1831	6.81	2
223	LIE	1832	6.89	2
223	LIE	1833	6.97	2
223	LIE	1834	7.05	2
223	LIE	1835	7.13	2
223	LIE	1836	7.22	2
223	LIE	1837	7.30	1
223	LIE	1838	7.33	2
223	LIE	1839	7.36	2
223	LIE	1840	7.39	2
223	LIE	1841	7.42	2
223	LIE	1842	7.45	2
223	LIE	1843	7.48	2
223	LIE	1844	7.51	2
223	LIE	1845	7.54	2
223	LIE	1846	7.57	2
223	LIE	1847	7.60	1
223	LIE	1848	7.72	2
223	LIE	1849	7.83	2
223	LIE	1850	7.95	2
223	LIE	1851	8.08	2
223	LIE	1852	8.20	1
223	LIE	1853	8.17	2
223	LIE	1854	8.13	2
223	LIE	1855	8.10	1
223	LIE	1856	7.98	2
223	LIE	1857	7.86	2
223	LIE	1858	7.74	2
223	LIE	1859	7.63	2
223	LIE	1860	7.51	2
223	LIE	1861	7.40	1
223	LIE	1862	7.20	1
223	LIE	1863	7.41	2
223	LIE	1864	7.62	2
223	LIE	1865	7.84	2
223	LIE	1866	8.07	2
223	LIE	1867	8.30	1
223	LIE	1868	7.50	1
223	LIE	1869	7.52	2
223	LIE	1870	7.53	2
223	LIE	1871	7.55	2
223	LIE	1872	7.57	2
223	LIE	1873	7.58	2
223	LIE	1874	7.60	1
223	LIE	1875	8.13	2
223	LIE	1876	8.70	1
223	LIE	1877	8.55	2
223	LIE	1878	8.39	2
223	LIE	1879	8.25	2
223	LIE	1880	8.10	1
223	LIE	1881	7.95	2
223	LIE	1882	7.81	2
223	LIE	1883	7.67	2
223	LIE	1884	7.53	2
223	LIE	1885	7.40	1
223	LIE	1886	9.60	1
223	LIE	1887	9.55	2
223	LIE	1888	9.50	2
223	LIE	1889	9.45	2
223	LIE	1890	9.40	1
223	LIE	1891	7.90	1
223	LIE	1892	8.38	2
223	LIE	1893	8.89	2
223	LIE	1894	9.43	2
223	LIE	1895	10.00	1
223	LIE	1896	10.00	2
223	LIE	1897	10.00	2
223	LIE	1898	10.00	2
223	LIE	1899	10.00	2
223	LIE	1900	10.00	1
223	LIE	1901	9.50	1
223	LIE	1902	9.62	2
223	LIE	1903	9.75	2
223	LIE	1904	9.87	2
223	LIE	1905	10.00	1
223	LIE	1906	9.70	1
223	LIE	1907	9.77	2
223	LIE	1908	9.83	2
223	LIE	1909	9.90	1
223	LIE	1910	11.00	1
223	LIE	1911	10.70	1
223	LIE	1912	11.01	2
223	LIE	1913	11.33	2
223	LIE	1914	11.66	2
223	LIE	1915	12.00	1
223	LIE	1916	11.10	1
223	LIE	1917	11.32	2
223	LIE	1918	11.54	2
223	LIE	1919	11.77	2
223	LIE	1920	12.00	1
223	LIE	1921	11.50	1
223	LIE	1922	11.86	2
223	LIE	1923	12.23	2
223	LIE	1924	12.61	2
223	LIE	1925	13.00	1
223	LIE	1926	12.38	2
223	LIE	1927	11.80	2
223	LIE	1928	11.24	2
223	LIE	1929	10.71	2
223	LIE	1930	10.20	1
223	LIE	1931	10.71	2
223	LIE	1932	11.24	2
223	LIE	1933	11.80	2
223	LIE	1934	12.38	2
223	LIE	1935	13.00	1
223	LIE	1936	13.00	2
223	LIE	1937	13.00	2
223	LIE	1938	13.00	1
223	LIE	1939	13.00	2
223	LIE	1940	13.00	1
223	LIE	1941	11.10	1
223	LIE	1942	11.35	2
223	LIE	1943	11.61	2
223	LIE	1944	11.88	2
223	LIE	1945	12.15	2
223	LIE	1946	12.43	2
223	LIE	1947	12.71	2
223	LIE	1948	13.00	1
223	LIE	1949	13.00	1
223	LIE	1950	13.80	1
223	LIE	1951	14.00	1
223	LIE	1952	14.00	1
223	LIE	1953	14.00	1
223	LIE	1954	14.00	1
223	LIE	1955	14.90	1
223	LIE	1956	15.00	1
223	LIE	1957	15.00	1
223	LIE	1958	15.80	1
223	LIE	1959	16.30	1
223	LIE	1960	16.70	2
223	LIE	1961	17.10	1
223	LIE	1962	17.80	1
223	LIE	1963	18.40	1
223	LIE	1964	19.10	1
223	LIE	1965	19.30	1
223	LIE	1966	19.90	1
223	LIE	1967	20.40	1
223	LIE	1968	21.20	1
223	LIE	1969	20.90	1
223	LIE	1970	21.39	2
223	LIE	1971	21.90	1
223	LIE	1972	22.40	1
223	LIE	1973	23.20	1
223	LIE	1974	23.70	1
223	LIE	1975	23.90	1
223	LIE	1976	24.20	1
223	LIE	1977	24.70	1
223	LIE	1978	25.30	1
223	LIE	1979	25.80	1
223	LIE	1980	26.31	3
223	LIE	1981	26.83	3
223	LIE	1982	27.36	3
223	LIE	1983	27.90	3
223	LIE	1984	28.45	3
223	LIE	1985	29.00	3
223	LIE	1986	29.00	3
223	LIE	1987	29.00	3
223	LIE	1988	29.00	3
223	LIE	1989	29.00	3
223	LIE	1990	29.00	0
223	LIE	1991	29.00	0
223	LIE	1992	30.00	0
223	LIE	1993	30.00	0
223	LIE	1994	31.00	0
223	LIE	1995	31.00	0
223	LIE	1996	31.00	0
223	LIE	1997	32.00	0
223	LIE	1998	32.00	0
223	LIE	1999	32.00	0
223	LIE	2000	33.00	0
223	LIE	2001	33.00	0
223	LIE	2002	33.00	3
223	LIE	2003	33.00	3
223	LIE	2004	33.00	3
225	SWZ	1816	1898.00	0
225	SWZ	1817	1911.00	0
225	SWZ	1818	1924.00	0
225	SWZ	1819	1937.00	0
225	SWZ	1820	1950.00	0
225	SWZ	1821	1963.00	0
225	SWZ	1822	1977.00	0
225	SWZ	1823	1990.00	0
225	SWZ	1824	2004.00	0
225	SWZ	1825	2018.00	0
225	SWZ	1826	2032.00	0
225	SWZ	1827	2045.00	0
225	SWZ	1828	2059.00	0
225	SWZ	1829	2074.00	0
225	SWZ	1830	2088.00	0
225	SWZ	1831	2102.00	0
225	SWZ	1832	2116.00	0
225	SWZ	1833	2131.00	0
225	SWZ	1834	2146.00	0
225	SWZ	1835	2160.00	0
225	SWZ	1836	2175.00	0
225	SWZ	1837	2190.00	0
225	SWZ	1838	2205.00	0
225	SWZ	1839	2220.00	0
225	SWZ	1840	2235.00	0
225	SWZ	1841	2251.00	0
225	SWZ	1842	2266.00	0
225	SWZ	1843	2281.00	0
225	SWZ	1844	2297.00	0
225	SWZ	1845	2313.00	0
225	SWZ	1846	2329.00	0
225	SWZ	1847	2345.00	0
225	SWZ	1848	2361.00	0
225	SWZ	1849	2377.00	0
225	SWZ	1850	2393.00	0
225	SWZ	1851	2404.00	0
225	SWZ	1852	2415.00	0
225	SWZ	1853	2427.00	0
225	SWZ	1854	2438.00	0
225	SWZ	1855	2449.00	0
225	SWZ	1856	2461.00	0
225	SWZ	1857	2472.00	0
225	SWZ	1858	2484.00	0
225	SWZ	1859	2495.00	0
225	SWZ	1860	2507.00	0
225	SWZ	1861	2522.00	0
225	SWZ	1862	2538.00	0
225	SWZ	1863	2553.00	0
225	SWZ	1864	2569.00	0
225	SWZ	1865	2584.00	0
225	SWZ	1866	2600.00	0
225	SWZ	1867	2616.00	0
225	SWZ	1868	2632.00	0
225	SWZ	1869	2648.00	0
225	SWZ	1870	2664.00	0
225	SWZ	1871	2680.00	0
225	SWZ	1872	2697.00	0
225	SWZ	1873	2715.00	0
225	SWZ	1874	2733.00	0
225	SWZ	1875	2750.00	0
225	SWZ	1876	2768.00	0
225	SWZ	1877	2786.00	0
225	SWZ	1878	2803.00	0
225	SWZ	1879	2821.00	0
225	SWZ	1880	2839.00	0
225	SWZ	1881	2853.00	0
225	SWZ	1882	2863.00	0
225	SWZ	1883	2874.00	0
225	SWZ	1884	2885.00	0
225	SWZ	1885	2896.00	0
225	SWZ	1886	2907.00	0
225	SWZ	1887	2918.00	0
225	SWZ	1888	2929.00	0
225	SWZ	1889	2940.00	0
225	SWZ	1890	2951.00	0
225	SWZ	1891	2965.00	0
225	SWZ	1892	3002.00	0
225	SWZ	1893	3040.00	0
225	SWZ	1894	3077.00	0
225	SWZ	1895	3114.00	0
225	SWZ	1896	3151.00	0
225	SWZ	1897	3188.00	0
225	SWZ	1898	3226.00	0
225	SWZ	1899	3263.00	0
225	SWZ	1900	3300.00	0
225	SWZ	1901	3341.00	0
225	SWZ	1902	3384.00	0
225	SWZ	1903	3428.00	0
225	SWZ	1904	3472.00	0
225	SWZ	1905	3516.00	0
225	SWZ	1906	3560.00	0
225	SWZ	1907	3604.00	0
225	SWZ	1908	3647.00	0
225	SWZ	1909	3691.00	0
225	SWZ	1910	3735.00	0
225	SWZ	1911	3776.00	0
225	SWZ	1912	3819.00	0
225	SWZ	1913	3864.00	0
225	SWZ	1914	3897.00	0
225	SWZ	1915	3883.00	0
225	SWZ	1916	3883.00	0
225	SWZ	1917	3888.00	0
225	SWZ	1918	3880.00	0
225	SWZ	1919	3869.00	0
225	SWZ	1920	3877.00	0
225	SWZ	1921	3876.00	0
225	SWZ	1922	3874.00	0
225	SWZ	1923	3883.00	0
225	SWZ	1924	3896.00	0
225	SWZ	1925	3910.00	0
225	SWZ	1926	3932.00	0
225	SWZ	1927	3956.00	0
225	SWZ	1928	3988.00	0
225	SWZ	1929	4022.00	0
225	SWZ	1930	4051.00	0
225	SWZ	1931	4080.00	0
225	SWZ	1932	4102.00	0
225	SWZ	1933	4122.00	0
225	SWZ	1934	4140.00	0
225	SWZ	1935	4155.00	0
225	SWZ	1936	4168.00	0
225	SWZ	1937	4180.00	0
225	SWZ	1938	4192.00	0
225	SWZ	1939	4206.00	0
225	SWZ	1940	4226.00	0
225	SWZ	1941	4254.00	0
225	SWZ	1942	4286.00	0
225	SWZ	1943	4323.00	0
225	SWZ	1944	4364.00	0
225	SWZ	1945	4412.00	0
225	SWZ	1946	4467.00	0
225	SWZ	1947	4524.00	0
225	SWZ	1948	4608.00	0
225	SWZ	1949	4639.00	0
225	SWZ	1950	4694.00	0
225	SWZ	1951	4749.00	0
225	SWZ	1952	4815.00	0
225	SWZ	1953	4878.00	0
225	SWZ	1954	4929.00	0
225	SWZ	1955	4980.00	0
225	SWZ	1956	5045.00	0
225	SWZ	1957	5126.00	0
225	SWZ	1958	5199.00	0
225	SWZ	1959	5259.00	0
225	SWZ	1960	5362.00	0
225	SWZ	1961	5434.00	0
225	SWZ	1962	5574.00	0
225	SWZ	1963	5694.00	0
225	SWZ	1964	5789.00	0
225	SWZ	1965	5856.00	0
225	SWZ	1966	5918.00	0
225	SWZ	1967	5992.00	0
225	SWZ	1968	6068.00	0
225	SWZ	1969	6136.00	0
225	SWZ	1970	6267.00	0
225	SWZ	1971	6324.00	0
225	SWZ	1972	6385.00	0
225	SWZ	1973	6431.00	0
225	SWZ	1974	6443.00	0
225	SWZ	1975	6405.00	0
225	SWZ	1976	6346.00	0
225	SWZ	1977	6327.00	0
225	SWZ	1978	6333.00	0
225	SWZ	1979	6351.00	0
225	SWZ	1980	6319.00	0
225	SWZ	1981	6354.00	0
225	SWZ	1982	6391.00	0
225	SWZ	1983	6419.00	0
225	SWZ	1984	6442.00	0
225	SWZ	1985	6470.00	0
225	SWZ	1986	6504.00	0
225	SWZ	1987	6545.00	0
225	SWZ	1988	6593.00	0
225	SWZ	1989	6647.00	0
225	SWZ	1990	6712.00	0
225	SWZ	1991	6800.00	0
225	SWZ	1992	6875.00	0
225	SWZ	1993	6938.00	0
225	SWZ	1994	6994.00	0
225	SWZ	1995	7041.00	0
225	SWZ	1996	7072.00	0
225	SWZ	1997	7089.00	0
225	SWZ	1998	7299.00	0
225	SWZ	1999	7344.00	0
225	SWZ	2000	7386.00	0
225	SWZ	2001	7387.00	0
225	SWZ	2002	7388.00	3
225	SWZ	2003	7389.00	3
225	SWZ	2004	7390.00	3
230	SPN	1816	11073.00	0
230	SPN	1817	11156.00	0
230	SPN	1818	11241.00	0
230	SPN	1819	11326.00	0
230	SPN	1820	11411.00	0
230	SPN	1821	11498.00	0
230	SPN	1822	11584.00	0
230	SPN	1823	11672.00	0
230	SPN	1824	11760.00	0
230	SPN	1825	11849.00	0
230	SPN	1826	11939.00	0
230	SPN	1827	12029.00	0
230	SPN	1828	12120.00	0
230	SPN	1829	12212.00	0
230	SPN	1830	12304.00	0
230	SPN	1831	12397.00	0
230	SPN	1832	12491.00	0
